Generationszeit,"Produkt ID",Produktname,"Produkt Haupt-Bild","Produktdetails Seite Link","Produkt Preis (Stückpreis)",Kommission,"Link zum Produktstandard",Gutschein-Standardlink,"Kurzlink zum Produkt","Gutschein Kurzlink"
"2022-09-19 04:49:42",1257253,"DIY Smart Robot Tank Chassis Auto mit Crawler Satz für Uno R3",https://imgaz2.staticbg.com/thumb/gallery/oaupload/banggood/images/BE/9E/65b574bb-b179-4386-98c0-ed6ee8bea8b8.jpg,https://de.banggood.com/DIY-Smart-Robot-Tank-Chassis-Auto-mit-Crawler-Satz-fr-Uno-R3-reviews-p1257253.html,"71,72€",€5.01,https://de.banggood.com/DIY-Smart-Robot-Tank-Chassis-Car-with-Crawler-Kit-for-Arduino-Uno-R3-p-1257253.html?p=4T181370308054202203,,https://de.banggood.com/custlink/KD3pJAQs0o,
"2022-09-19 04:49:42",1311469,"DIY 4WD Doppel-Plattform-intelligente Roboter-Auto-Chassis-Ausrüstungen mit Geschwindigkeits-Kodierer",https://imgaz.staticbg.com/thumb/gallery/oaupload/banggood/images/A8/11/57994f92-3171-4a3c-a1e8-7f9d318bbee5.jpg,https://de.banggood.com/DIY-4WD-Doppel-Plattform-intelligente-Roboter-Auto-Chassis-Ausrstungen-mit-Geschwindigkeits-Kodierer-reviews-p1311469.html,"26,60€",€1.86,https://de.banggood.com/DIY-4WD-Double-Deck-Smart-Robot-Car-Chassis-Kits-with-Speed-Encoder-p-1311469.html?p=4T181370308054202203,,https://de.banggood.com/custlink/m3KCrAAn0g,
"2022-09-19 04:49:42",1312040,"DIY 4WD Smart Roboter Auto Doppeldeck Chassis Satz mit Geschwindigkeit Encoder",https://imgaz1.staticbg.com/thumb/gallery/oaupload/banggood/images/8D/EC/01ee3543-3a32-40e7-9255-261d4cf3295f.jpg,https://de.banggood.com/DIY-4WD-Smart-Roboter-Auto-Doppeldeck-Chassis-Satz-mit-Geschwindigkeit-Encoder-reviews-p1312040.html,"31,22€",€2.18,https://de.banggood.com/DIY-4WD-Smart-Robot-Car-Double-Deck-Chassis-Kit-with-Speed-Encoder-p-1312040.html?p=4T181370308054202203,,https://de.banggood.com/custlink/mDmpWNAs6b,
"2022-09-19 04:49:42",1321173,"JX RD-5606HB-180 6KG Digital Kunststoff Doppelachse Lenkgetriebe 180 ° Servo für RC-Roboter",https://imgaz3.staticbg.com/thumb/gallery/oaupload/banggood/images/D3/35/ef4b959c-15a4-4bf9-b583-d5c7aefa8f6e.JPG,https://de.banggood.com/JX-RD-5606HB-180-6KG-Digital-Kunststoff-Doppelachse-Lenkgetriebe-180--Servo-fr-RC-Roboter-reviews-p1321173.html,"16,19€",€1.13,https://de.banggood.com/JX-RD-5606HB-180-6KG-Digital-Plastic-Double-Axis-Steering-Gear-180-Servo-For-RC-Robots-p-1321173.html?p=4T181370308054202203,,https://de.banggood.com/custlink/mDvrrbsb6k,
"2022-09-19 04:49:42",1321177,"JX RD-5622MG-180 22KG Digital Metall Doppelachse Lenkgetriebe 180 ° Servo für RC Roboter",https://imgaz3.staticbg.com/thumb/gallery/oaupload/banggood/images/56/3E/6598a318-25a8-437b-b2ef-36d6590b4923.jpg,https://de.banggood.com/JX-RD-5622MG-180-22KG-Digital-Metall-Doppelachse-Lenkgetriebe-180--Servo-fr-RC-Roboter-reviews-p1321177.html,"21,97€",€1.54,https://de.banggood.com/JX-RD-5622MG-180-22KG-Digital-Metal-Double-Axis-Steering-Gear-180-Servo-For-RC-Robot-p-1321177.html?p=4T181370308054202203,,https://de.banggood.com/custlink/v3vrrQQs67,
"2022-09-19 04:49:42",1340258,"XIAO R Aluminous U Typ DIY Manipulation Robot Arm Servo Unterstützung Halter",https://imgaz.staticbg.com/thumb/gallery/oaupload/banggood/images/ED/6E/66552c3b-aecf-49cf-888e-16f1b2f49118.jpg,https://de.banggood.com/XIAO-R-Aluminous-U-Typ-DIY-Manipulation-Robot-Arm-Servo-Untersttzung-Halter-reviews-p1340258.html,"9,25€",€0.92,https://de.banggood.com/XIAO-R-Aluminous-U-Type-DIY-Manipulating-Robot-Arm-Servo-Support-Holder-p-1340258.html?p=4T181370308054202203,,https://de.banggood.com/custlink/KDKprNbANK,
"2022-09-19 04:49:42",1340518,"Xiao R Infrarot-Hindernisvermeidung Photoelektrischer Sensor für Smart RC Robot Car PIR",https://imgaz1.staticbg.com/thumb/gallery/oaupload/banggood/images/A7/E1/ecf4dc7b-5931-4fc9-991f-6dcf1455863a.jpg,https://de.banggood.com/Xiao-R-Infrarot-Hindernisvermeidung-Photoelektrischer-Sensor-fr-Smart-RC-Robot-Car-PIR-reviews-p1340518.html,"11,56€",€0.81,https://de.banggood.com/Xiao-R-Infrared-Obstacle-Avoidance-Photoelectric-Sensor-for-Smart-RC-Robot-Car-PIR-p-1340518.html?p=4T181370308054202203,,https://de.banggood.com/custlink/33KWCsNssy,
"2022-09-19 04:49:42",1372349,"DIY A-20 Smart RC Roboter Auto Verfolgt Tank Chassis RC Autoteile Für Raspberry Pi",https://imgaz.staticbg.com/thumb/gallery/oaupload/banggood/images/4D/BD/5d9d47cd-91c3-4a1e-91bf-5072b61e20a9.jpg,https://de.banggood.com/DIY-A-20-Smart-RC-Roboter-Auto-Verfolgt-Tank-Chassis-RC-Autoteile-Fr-Raspberry-Pi-reviews-p1372349.html,"109,90€",€7.68,https://de.banggood.com/DIY-A-20-Smart-RC-Robot-Car-Tracked-Tank-Chassis-RC-Car-Parts-For-Arduino-Raspberry-Pi-p-1372349.html?p=4T181370308054202203,,https://de.banggood.com/custlink/KDmJpbNQNW,
"2022-09-19 04:49:42",1382394,"SPT Servo SPT4412LV-360 12 KG Digital Servo Metal Gear 360 ° Großes Drehmoment Lineare Änderung Für RC Roboter",https://imgaz2.staticbg.com/thumb/gallery/oaupload/ser1/banggood/images/09/2B/001b2304-a39e-4194-9bbf-d43f809d72e4.JPG,https://de.banggood.com/SPT-Servo-SPT4412LV-360-12-KG-Digital-Servo-Metal-Gear-360--Groes-Drehmoment-Lineare-nderung-Fr-RC-Roboter-reviews-p1382394.html,"26,49€",€1.85,https://de.banggood.com/SPT-Servo-SPT4412LV-360-12KG-Digital-Servo-Metal-Gear-360-Large-Torque-Linear-Change-For-RC-Robot-p-1382394.html?p=4T181370308054202203,,https://de.banggood.com/custlink/3mKrpbnNnF,
"2022-09-19 04:49:42",1382840,"SPT Servo SPT4412LV-210 12KG Digital Servo 210 ° großes Drehmoment-Metallgetriebe-kurzer Körper für RC Roboter",https://imgaz3.staticbg.com/thumb/gallery/oaupload/ser1/banggood/images/00/F3/4e42eb27-a032-41db-9a11-86ff7328d1e4.JPG,https://de.banggood.com/SPT-Servo-SPT4412LV-210-12KG-Digital-Servo-210--groes-Drehmoment-Metallgetriebe-kurzer-Krper-fr-RC-Roboter-reviews-p1382840.html,"27,04€",€1.89,https://de.banggood.com/SPT-Servo-SPT4412LV-210-12KG-Digital-Servo-210-Large-Torque-Metal-Gear-Short-Body-For-RC-Robot-p-1382840.html?p=4T181370308054202203,,https://de.banggood.com/custlink/KDKcWQAbAI,
"2022-09-19 04:49:42",1390392,"DIY Kunststoff RC Tank Crawler Belt Track RC Roboter Teil",https://imgaz2.staticbg.com/thumb/gallery/oaupload/banggood/images/C6/84/75ad0fdd-9a90-403b-99cc-6124d90be7b9.jpg,https://de.banggood.com/DIY-Kunststoff-RC-Tank-Crawler-Belt-Track-RC-Roboter-Teil-reviews-p1390392.html,"21,03€ ~ 23,03€",€1.7,https://de.banggood.com/DIY-Plastic-RC-Tank-Crawler-Belt-Track-RC-Robot-Part-p-1390392.html?p=4T181370308054202203,,https://de.banggood.com/custlink/vGGWJnsNnl,
"2022-09-19 04:49:42",1412902,"LOBOT LD-1501MG Digitaler Servo-17KG-Metallgang für RC-Roboterarm",https://imgaz.staticbg.com/thumb/gallery/oaupload/banggood/images/38/18/dc6b4103-0518-4f61-849e-5a3e1f217c11.JPG,https://de.banggood.com/LOBOT-LD-1501MG-Digitaler-Servo-17KG-Metallgang-fr-RC-Roboterarm-reviews-p1412902.html,"25,44€",€1.78,https://de.banggood.com/LOBOT-LD-1501MG-Digital-Servo-17KG-Metal-Gear-For-RC-Robot-Arm-p-1412902.html?p=4T181370308054202203,,https://de.banggood.com/custlink/mKDWrsQsQg,
"2022-09-19 04:49:42",1422897,"KS3620 20KG Digital Servo 180 ° Drehung Großes Drehmoment für RC Roboterarm",https://imgaz3.staticbg.com/thumb/gallery/oaupload/banggood/images/CD/6F/ffba9b8d-9f42-4a6c-a33e-dfa11eb145f5.jpg,https://de.banggood.com/KS3620-20KG-Digital-Servo-180--Drehung-Groes-Drehmoment-fr-RC-Roboterarm-reviews-p1422897.html,"21,97€",€1.54,https://de.banggood.com/KS3620-20KG-Digital-Servo-180-Rotation-Large-Torque-For-RC-Robot-Arm-RC-Car-p-1422897.html?p=4T181370308054202203,,https://de.banggood.com/custlink/vGmppsNsbQ,
"2022-09-19 04:49:42",1451673,"20 STÜCKE M3 M4 M5 M6 Flansch-Schraubenmutter für RC-Modelle",https://imgaz3.staticbg.com/thumb/gallery/oaupload/banggood/images/DF/2F/f2191186-c971-4b7c-82fd-8d4925050178.png,https://de.banggood.com/20-STCKE-M3-M4-M5-M6-Flansch-Schraubenmutter-fr-RC-Modelle-reviews-p1451673.html,"6,00€ ~ 7,50€",€0.69,https://de.banggood.com/20PCS-M3-M4-M5-M6-Flange-Screw-Nut-For-RC-Models-p-1451673.html?p=4T181370308054202203,,https://de.banggood.com/custlink/vGKJCNNnnz,
"2022-09-19 04:49:42",1453713,"Power HD B3 Digital Servo 30KG Bürstenloses Metallgetriebe mit großem Drehmoment zum Klettern Auto Big Bike Starrflügel 50-100CC Benzin Motor",https://imgaz3.staticbg.com/thumb/gallery/oaupload/banggood/images/96/C8/98bcaccb-efe3-4044-928d-33123a218963.jpg,https://de.banggood.com/Power-HD-B3-Digital-Servo-30KG-Brstenloses-Metallgetriebe-mit-groem-Drehmoment-zum-Klettern-Auto-Big-Bike-Starrflgel-50-100CC-Benzin-Motor-reviews-p1453713.html,"102,51€",€7.16,https://de.banggood.com/Power-HD-B3-Digital-Servo-30KG-Brushless-Large-Torque-Metal-Gear-For-Climbing-Car-Big-Bike-Fixed-Wing-50-100CC-Gasoline-Engine-p-1453713.html?p=4T181370308054202203,,https://de.banggood.com/custlink/vGmrpAsbNT,
"2022-09-19 04:49:42",1499365,"LOBOT 2DOF Metall RC Roboterarmgreifer mit digitalem Servo",https://imgaz3.staticbg.com/thumb/gallery/oaupload/banggood/images/33/A1/99f70ff4-09d2-4483-a14f-e256a7678980.jpg,https://de.banggood.com/LOBOT-2DOF-Metall-RC-Roboterarmgreifer-mit-digitalem-Servo-reviews-p1499365.html,"61,30€",€4.28,https://de.banggood.com/LOBOT-2DOF-Metal-RC-Robot-Arm-Gripper-With-Digital-Servo-p-1499365.html?p=4T181370308054202203,,https://de.banggood.com/custlink/K33JCnnNqm,
"2022-09-19 04:49:42",1527726,"LOBOT DaDa: bit STEAM DIY Programmierbarer RC-Roboterer für Bildungszwecke Satz Kompatibles Mikro: bit Python",https://imgaz1.staticbg.com/thumb/gallery/oaupload/banggood/images/20/D4/9e79e5b1-e2aa-4aac-bc6b-68c19db5080c.jpg,https://de.banggood.com/LOBOT-DaDa--bit-STEAM-DIY-Programmierbarer-RC-Roboterer-fr-Bildungszwecke-Satz-Kompatibles-Mikro--bit-Python-reviews-p1527726.html,"54,08€ ~ 74,12€",€4.35,https://de.banggood.com/LOBOT-DaDa-bit-STEAM-DIY-Multifunctional-Programmable-RC-Robot-Educational-Kit-Compatible-Micro-bit-Python-p-1527726.html?p=4T181370308054202203,,https://de.banggood.com/custlink/G3GrpnNN2h,
"2022-09-19 04:49:42",1531792,"Kleine Hammer 130 TT DC Getriebemotor 10 cm 15 cm Dupont Linie Stecker Für Smart Robot Car DIY",https://imgaz2.staticbg.com/thumb/gallery/oaupload/banggood/images/F6/29/da3aa297-3e9c-4906-95da-19283e4f85b4.jpg,https://de.banggood.com/Kleine-Hammer-130-TT-DC-Getriebemotor-10-cm-15-cm-Dupont-Linie-Stecker-Fr-Smart-Robot-Car-DIY-reviews-p1531792.html,"4,00€ ~ 4,50€",€0.42,https://de.banggood.com/Small-Hammer-130-TT-DC-Gear-Motor-10cm-15cm-Dupont-Line-Male-Plug-For-Smart-Robot-Car-DIY-p-1531792.html?p=4T181370308054202203,,https://de.banggood.com/custlink/KGmcCAAsMp,
"2022-09-19 04:49:42",1542160,"DSSERVO AS3103PG 5.5KG 180 ° / 360 ° Analog Servo Für RC Roboter RC Auto",https://imgaz.staticbg.com/thumb/gallery/oaupload/banggood/images/B1/44/c5dc0303-d09a-44a9-b33d-4e7bc422f2ee.JPG,https://de.banggood.com/DSSERVO-AS3103PG-5_5KG-180--or-360--Analog-Servo-Fr-RC-Roboter-RC-Auto-reviews-p1542160.html,"13,87€",€0.97,https://de.banggood.com/DSSERVO-AS3103PG-5_5KG-180360-Analog-Servo-For-RC-Robot-RC-Car-p-1542160.html?p=4T181370308054202203,,https://de.banggood.com/custlink/3m3pWsAbMV,
"2022-09-19 04:49:42",1561657,"Kittenbot Control Stick IR Mit Fernbedienung kompatibles Micro: Bit Scratch 1.3 / 2.0 / 3.0 Kittenblock",https://imgaz2.staticbg.com/thumb/gallery/oaupload/ser1/banggood/images/CF/C3/2397116c-88e2-46a5-b337-35588d6e49d3.jpg,https://de.banggood.com/Kittenbot-Control-Stick-IR-Mit-Fernbedienung-kompatibles-Micro--Bit-Scratch-1_3-or-2_0-or-3_0-Kittenblock-reviews-p1561657.html,"38,00€",€2.66,https://de.banggood.com/Kittenbot-Control-Stick-IR-Remote-Controller-Compatible-Micro-bit-Scratch-1_3-or-2_0-or-3_0-Kittenblock-p-1561657.html?p=4T181370308054202203,,https://de.banggood.com/custlink/v3GCCnbAUZ,
"2022-09-19 04:49:42",1561662,"10 STÜCKE Kittenbot 3PIN 4PIN Rüstung Microbit Board Verbinden Draht Kabel Für DIY RC Roboter",https://imgaz3.staticbg.com/thumb/gallery/oaupload/ser1/banggood/images/33/DB/3afea829-9e95-440e-96ae-d985da43349b.jpg,https://de.banggood.com/10-STCKE-Kittenbot-3PIN-4PIN-Rstung-Microbit-Board-Verbinden-Draht-Kabel-Fr-DIY-RC-Roboter-reviews-p1561662.html,"12,71€",€0.89,https://de.banggood.com/10PCS-Kittenbot-3PIN-4PIN-Armour-Microbit-Board-Connect-Wire-Cable-For-DIY-RC-Robot-p-1561662.html?p=4T181370308054202203,,https://de.banggood.com/custlink/mGmWWAQnzO,
"2022-09-19 04:49:42",1561668,"4PCS Kittenbot 64mm Omni Wheels für DIY RC Robot Car",https://imgaz.staticbg.com/thumb/gallery/oaupload/ser1/banggood/images/EA/04/a6d092c5-a998-42a8-b47f-f4f1eddb58b2.jpg,https://de.banggood.com/4PCS-Kittenbot-64mm-Omni-Wheels-fr-DIY-RC-Robot-Car-reviews-p1561668.html,"53,21€",€3.72,https://de.banggood.com/4PCS-Kittenbot-64mm-Omni-Wheels-For-DIY-RC-Robot-Car-p-1561668.html?p=4T181370308054202203,,https://de.banggood.com/custlink/D3GJrsAsU4,
"2022-09-19 04:49:42",1561670,"4 STÜCKE 60 MM Macanum Omni Räder Für DIY RC Roboter Auto",https://imgaz2.staticbg.com/thumb/gallery/oaupload/ser1/banggood/images/49/C8/853a5a9d-7759-43ab-9f0f-9269bf1a7841.jpg,https://de.banggood.com/4-STCKE-60-MM-Macanum-Omni-Rder-Fr-DIY-RC-Roboter-Auto-reviews-p1561670.html,"62,47€",€4.37,https://de.banggood.com/4PCS-60MM-Macanum-Omni-Wheels-For-DIY-RC-Robot-Car-p-1561670.html?p=4T181370308054202203,,https://de.banggood.com/custlink/GKDCCAAQMb,
"2022-09-19 04:49:42",1576252,"XIAO R 5V 3A Type-C US / EU Stecker Ladegerät Adapter Mit Schalter Für Raspberry Pi 4B",https://imgaz3.staticbg.com/thumb/gallery/oaupload/ser1/banggood/images/F2/B6/5efe985c-ccd1-4d15-9459-fc27c25b4a83.jpg,https://de.banggood.com/XIAO-R-5V-3A-Type-C-US-or-EU-Stecker-Ladegert-Adapter-Mit-Schalter-Fr-Raspberry-Pi-4B-reviews-p1576252.html,"10,40€",€0.73,https://de.banggood.com/XIAO-R-5V-3A-Type-C-US-or-EU-Plug-Power-Charger-Adapter-With-Switch-For-Raspberry-Pi-4B-p-1576252.html?p=4T181370308054202203,,https://de.banggood.com/custlink/vmKprAbQzz,
"2022-09-19 04:49:42",1580707,"2.4G Smart RC Robot Hund Bellen Handstand Walking Robot Dog Toy",https://imgaz.staticbg.com/thumb/gallery/oaupload/ser1/banggood/images/A5/62/141ae077-08cd-40e0-9540-81b3dd171814.jpg,https://de.banggood.com/2_4G-Smart-RC-Robot-Hund-Bellen-Handstand-Walking-Robot-Dog-Toy-reviews-p1580707.html,"21,88€",€1.53,https://de.banggood.com/2_4G-Smart-RC-Robot-Dog-Barking-Hand-Stand-Walking-Robot-Dog-Toy-p-1580707.html?p=4T181370308054202203,,https://de.banggood.com/custlink/vDmJrNQszf,
"2022-09-19 04:49:42",1607986,"DONGHUAGEN 2.4G 8CH IR Fernbedienung für DIY RC Robot Car Boat",https://imgaz2.staticbg.com/thumb/gallery/oaupload/ser1/banggood/images/EA/66/d6d319a1-f7ee-4b2a-b7b0-0ea8f601c666.JPG,https://de.banggood.com/DONGHUAGEN-2_4G-8CH-IR-Fernbedienung-fr-DIY-RC-Robot-Car-Boat-reviews-p1607986.html,"17,34€",€1.21,https://de.banggood.com/DONGHUAGEN-2_4G-8CH-IR-Remote-Controller-For-DIY-RC-Robot-Car-Boat-p-1607986.html?p=4T181370308054202203,,https://de.banggood.com/custlink/GDKcWAAsTm,
"2022-09-19 04:49:42",1622633,"Kittenbot Scratch Makecode Kittenblock DIY Pädagogisches Programm Roboter Kit Sprachsteuerung Gesichtserkennung Robotererteile",https://imgaz2.staticbg.com/thumb/gallery/oaupload/ser1/banggood/images/F7/FE/37be2b49-80df-47d3-b7b0-9bda26e10e04.jpg,https://de.banggood.com/Kittenbot-Scratch-Makecode-Kittenblock-DIY-Pdagogisches-Programm-Roboter-Kit-Sprachsteuerung-Gesichtserkennung-Robotererteile-reviews-p1622633.html,"23,03€",€1.61,https://de.banggood.com/Kittenbot-Scratch-Makecode-Kittenblock-DIY-Educational-Program-Robot-Kit-Voice-Control-Face-Recognition-Robot-Parts-p-1622633.html?p=4T181370308054202203,,https://de.banggood.com/custlink/DDmJrnnNTd,
"2022-09-19 04:49:42",1631260,"D-46 DIY 4WD Smart RC-Roboter-Fahrgestell mit Omni-Rädern",https://imgaz1.staticbg.com/thumb/gallery/oaupload/ser1/banggood/images/91/A3/b2551e09-e73b-48c8-896a-8f97dde528cd.jpg,https://de.banggood.com/D-46-DIY-4WD-Smart-RC-Roboter-Fahrgestell-mit-Omni-Rdern-reviews-p1631260.html,"91,39€",€6.39,https://de.banggood.com/D-46-DIY-4WD-Smart-RC-Robot-Car-Chassis-Base-With-Omni-Wheels-p-1631260.html?p=4T181370308054202203,,https://de.banggood.com/custlink/GDDJJnsb1p,
"2022-09-19 04:49:42",1635677,"TongLi K6 Ping Pong Kampfmaschine RC Roboter mit Controller",https://imgaz1.staticbg.com/thumb/gallery/oaupload/ser1/banggood/images/51/C2/3d79a692-7730-4ef8-a0de-0dbae6855ae0.jpg,https://de.banggood.com/TongLi-K6-Ping-Pong-Kampfmaschine-RC-Roboter-mit-Controller-reviews-p1635677.html,"70,26€",€4.91,https://de.banggood.com/TongLi-K6-Ping-Pong-Fight-Battle-Machine-RC-Robot-With-Controller-p-1635677.html?p=4T181370308054202203,,https://de.banggood.com/custlink/KvKJCbbAwF,
"2022-09-19 04:49:42",1637180,"Yahboom 21 Keys 38K Mini-Infrarot-Controller IR Fernbedienung für RC-Car RC-Roboter",https://imgaz1.staticbg.com/thumb/gallery/oaupload/ser1/banggood/images/97/9E/c89d605a-cd56-4ae4-9fca-3e147f952eea.jpg,https://de.banggood.com/Yahboom-21-Keys-38K-Mini-Infrarot-Controller-IR-Fernbedienung-fr-RC-Car-RC-Roboter-reviews-p1637180.html,"8,08€",€0.81,https://de.banggood.com/Yahboom-21-Keys-38K-Mini-Infrared-Controller-IR-Remote-Controller-For-RC-Car-RC-Robot-p-1637180.html?p=4T181370308054202203,,https://de.banggood.com/custlink/KGKrpQsNuI,
"2022-09-19 04:49:42",1659284," MoFun DIY Smart RC Roboter Auto Block Bauprogramm Bluetooth APP / 2.4G Stick Control Assembled Robot Toy",https://imgaz2.staticbg.com/thumb/gallery/oaupload/banggood/images/11/5B/6a1f2331-59f2-4ee8-927f-6e6c53879dfa.jpg,https://de.banggood.com/-MoFun-DIY-Smart-RC-Roboter-Auto-Block-Bauprogramm-Bluetooth-APP-or-2_4G-Stick-Control-Assembled-Robot-Toy-reviews-p1659284.html,"37,15€",€2.6,https://de.banggood.com/MoFun-DIY-Smart-RC-Robot-Car-Block-Building-Program-Bluetooth-APP2_4G-Stick-Control-Assembled-Robot-Toy-p-1659284.html?p=4T181370308054202203,,https://de.banggood.com/custlink/D3DJrsbA7a,
